voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V0901,Colombo,Hamburg,Hapag-Lloyd,Container,11,18000,7800,6,0,22.2,23.3,-1.1,0.6,0.261,0.848,0.599,0,72,8,96,4111.9,0.1741,0,0.0
V0902,Hong Kong,Los Angeles,ONE,Container,1,18000,7250,4,0,22.88,21.92,0.97,0.359,0.223,0.932,0.886,0,24,11,48,5006.32,0.1148,0,0.0
V0903,Busan,Long Beach,HMM,Container,15,5000,5500,11,0,15.99,14.79,1.2,0.239,0.215,0.856,0.668,0,24,2,72,3497.12,0.2338,0,0.0
V0904,Mumbai,Jebel Ali,MSC,Container,11,18000,1100,3,0,16.84,13.43,3.41,0.214,0.189,1.0,0.844,0,48,12,48,3761.01,0.5958,1,1.0
V0905,Singapore,Rotterdam,Maersk,Container,19,5000,8400,10,0,16.89,14.04,2.85,0.115,0.592,0.953,0.865,0,72,9,96,5521.39,0.4871,1,25.3
V0906,Singapore,Rotterdam,Maersk,Bulk Carrier,18,5000,8400,5,0,17.77,15.19,2.58,0.233,0.397,0.788,0.705,0,12,6,48,4067.74,0.5959,0,0.0
V0907,Mumbai,Jebel Ali,MSC,Container,17,24000,1100,6,0,17.93,18.54,-0.61,0.06,0.271,0.86,0.764,0,24,12,48,4498.21,0.1108,0,0.0
V0908,Busan,Long Beach,HMM,Bulk Carrier,19,5000,5500,1,1,19.45,17.51,1.94,0.185,0.183,0.817,0.732,0,12,18,96,3557.21,0.2779,0,0.0
V0909,Hong Kong,Los Angeles,ONE,Tanker,21,5000,7250,1,1,15.6,12.95,2.65,0.641,0.806,0.711,0.976,0,12,5,72,6459.04,0.8295,1,18.2
V0910,Mumbai,Jebel Ali,MSC,Tanker,14,2000,1100,11,0,20.91,19.62,1.3,0.046,0.135,1.054,0.694,0,48,17,48,2562.14,0.1001,1,4.2
V0911,Port Klang,Felixstowe,Evergreen,Bulk Carrier,18,24000,8100,10,0,15.68,16.54,-0.86,0.443,0.432,0.929,0.632,0,48,16,24,4277.02,0.2562,0,0.0
V0912,Port Klang,Felixstowe,Evergreen,Ro-Ro,19,18000,8100,3,0,17.1,13.17,3.94,0.364,0.512,0.825,0.715,0,48,12,24,3956.86,0.7526,0,0.0
V0913,Singapore,Rotterdam,Maersk,Container,15,18000,8400,2,1,19.03,20.1,-1.07,0.581,0.556,0.977,0.851,1,48,2,48,4468.66,0.501,0,0.0
V0914,Colombo,Hamburg,Hapag-Lloyd,Container,15,18000,7800,12,1,21.96,20.61,1.36,0.342,0.695,0.947,0.864,0,72,16,48,5205.05,0.6076,1,10.8
V0915,Hong Kong,Los Angeles,ONE,Container,4,5000,7250,1,1,21.39,22.49,-1.1,0.564,0.641,0.967,0.966,1,48,1,24,6037.07,0.5874,0,0.0
V0916,Singapore,Rotterdam,Maersk,Bulk Carrier,7,10000,8400,11,0,20.46,19.54,0.91,0.359,0.476,0.956,0.947,0,72,2,48,5644.13,0.2243,0,0.0
V0917,Colombo,Hamburg,Hapag-Lloyd,Tanker,13,10000,7800,8,0,15.56,12.08,3.48,0.462,0.415,0.991,0.68,0,48,13,24,4312.73,0.6885,1,7.9
V0918,Colombo,Hamburg,Hapag-Lloyd,Container,3,2000,7800,12,1,19.47,19.0,0.47,0.668,0.297,0.894,0.755,0,48,16,48,4811.96,0.1806,0,0.0
V0919,Chennai,Nhava Sheva,PIL,Ro-Ro,16,10000,800,1,1,14.87,15.58,-0.71,0.27,0.191,0.974,0.886,0,48,1,72,4835.87,0.0573,0,0.0
V0920,Port Klang,Felixstowe,Evergreen,Container,9,24000,8100,10,0,17.77,15.74,2.04,0.299,0.435,0.892,0.962,0,48,19,48,6607.05,0.419,0,0.0
V0921,Busan,Long Beach,HMM,Ro-Ro,8,2000,5500,8,0,18.14,16.62,1.51,0.089,0.503,1.042,0.702,0,72,4,48,3796.3,0.1786,0,0.0
V0922,Shanghai,Dubai,COSCO Shipping,Container,20,5000,6200,5,0,14.4,13.81,0.59,0.272,0.206,0.8,0.75,0,24,3,24,4733.19,0.4032,0,0.0
V0923,Busan,Long Beach,HMM,Container,13,5000,5500,4,0,16.74,11.57,5.17,0.443,0.403,0.897,0.955,0,48,2,96,5147.21,0.7541,1,8.9
V0924,Shanghai,Dubai,COSCO Shipping,Container,17,5000,6200,8,0,23.56,24.05,-0.49,0.109,0.348,0.827,0.711,0,48,12,96,4213.22,0.1002,0,0.0
V0925,Mumbai,Jebel Ali,MSC,Container,17,24000,1100,8,0,23.54,22.13,1.41,0.45,0.225,0.787,0.766,0,48,13,48,4304.22,0.5164,1,2.9
V0926,Port Klang,Felixstowe,Evergreen,Container,17,10000,8100,11,0,17.52,17.04,0.48,0.717,0.549,0.808,0.957,0,48,18,96,5847.63,0.5617,1,8.7
V0927,Colombo,Hamburg,Hapag-Lloyd,Container,1,10000,7800,8,0,14.43,14.3,0.13,0.385,0.341,1.1,0.911,0,48,5,48,5118.07,0.1998,0,0.0
V0928,Hong Kong,Los Angeles,ONE,Tanker,8,18000,7250,3,0,15.79,16.46,-0.67,0.269,0.363,0.735,0.66,0,24,12,24,4220.05,0.1207,0,0.0
V0929,Shanghai,Dubai,COSCO Shipping,Container,19,5000,6200,12,1,17.92,16.25,1.68,0.623,0.564,0.711,0.696,0,72,19,24,4401.22,0.7471,1,22.1
V0930,Busan,Long Beach,HMM,Container,6,10000,5500,8,0,23.48,23.1,0.38,0.174,0.511,0.882,0.709,0,24,1,24,4519.53,0.1144,0,0.0
V0931,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,3,10000,7800,1,1,15.41,14.11,1.3,0.467,0.489,0.884,0.961,0,48,9,72,6310.44,0.2455,1,5.8
V0932,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,5,10000,6200,4,0,21.64,21.98,-0.35,0.14,0.552,1.071,1.0,0,12,1,48,6637.83,0.1488,0,0.0
V0933,Shanghai,Dubai,COSCO Shipping,Container,13,24000,6200,5,0,15.09,11.01,4.07,0.239,0.687,0.971,0.898,0,24,18,72,5236.77,0.6289,1,16.5
V0934,Chennai,Nhava Sheva,PIL,Container,15,18000,800,6,0,23.81,23.43,0.38,0.157,0.216,0.897,0.768,0,24,3,48,3384.18,0.0953,0,0.0
V0935,Shanghai,Dubai,COSCO Shipping,Container,14,10000,6200,5,0,17.82,14.5,3.31,0.228,0.295,0.809,0.555,1,48,6,48,3675.22,0.4615,1,25.0
V0936,Hong Kong,Los Angeles,ONE,Container,16,18000,7250,5,0,21.75,21.97,-0.22,0.575,0.604,0.947,0.864,0,24,4,48,4520.36,0.3784,1,7.0
V0937,Port Klang,Felixstowe,Evergreen,Bulk Carrier,18,5000,8100,5,0,17.43,16.56,0.87,0.311,0.442,0.7,0.725,0,12,12,24,5549.15,0.3372,0,0.0
V0938,Hong Kong,Los Angeles,ONE,Container,11,2000,7250,9,0,20.28,19.65,0.63,0.326,0.618,1.061,0.835,0,24,12,72,4765.49,0.2297,0,0.0
V0939,Singapore,Rotterdam,Maersk,Container,3,5000,8400,10,0,15.92,15.8,0.12,0.202,0.713,0.915,0.823,0,24,5,72,5615.63,0.1358,0,0.0
V0940,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,10,10000,7800,10,0,15.46,12.65,2.81,0.629,0.481,0.879,0.766,0,24,13,48,4925.63,0.69,1,26.9
V0941,Port Klang,Felixstowe,Evergreen,Container,10,10000,8100,3,0,23.38,21.61,1.77,0.614,0.419,0.866,0.975,0,24,12,24,5969.06,0.2461,1,35.7
V0942,Chennai,Nhava Sheva,PIL,Bulk Carrier,21,18000,800,2,1,23.18,21.32,1.86,0.365,0.374,0.704,0.56,0,48,4,48,2107.52,0.5361,0,0.0
V0943,Port Klang,Felixstowe,Evergreen,Container,16,24000,8100,10,0,22.87,21.08,1.8,0.867,0.302,0.994,0.87,0,48,6,96,4930.16,0.6341,1,16.3
V0944,Port Klang,Felixstowe,Evergreen,Ro-Ro,12,10000,8100,2,1,20.25,20.95,-0.69,0.527,0.338,0.943,0.734,0,48,19,48,4446.98,0.2074,0,0.0
V0945,Busan,Long Beach,HMM,Container,2,10000,5500,8,0,22.08,22.47,-0.38,0.031,0.539,1.077,0.871,0,72,6,24,4828.99,0.04,0,0.0
V0946,Port Klang,Felixstowe,Evergreen,Tanker,9,2000,8100,5,0,14.69,12.87,1.82,0.309,0.786,0.812,0.854,0,48,6,72,5287.66,0.5269,0,0.0
V0947,Chennai,Nhava Sheva,PIL,Bulk Carrier,3,2000,800,5,0,17.35,16.13,1.21,0.177,0.241,0.984,0.555,0,72,11,48,2538.35,0.0849,0,0.0
V0948,Hong Kong,Los Angeles,ONE,Container,15,10000,7250,6,0,17.14,16.72,0.41,0.394,0.531,0.892,0.678,0,24,14,96,4507.03,0.4439,0,0.0
V0949,Port Klang,Felixstowe,Evergreen,Bulk Carrier,3,10000,8100,9,0,20.36,17.22,3.13,0.332,0.439,0.992,0.635,0,48,3,72,4099.32,0.6186,1,8.8
V0950,Mumbai,Jebel Ali,MSC,Ro-Ro,19,18000,1100,7,0,17.56,18.18,-0.62,0.283,0.104,0.717,0.625,0,24,8,96,3586.45,0.18,1,7.1
V0951,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,18,5000,7800,5,0,15.49,15.11,0.37,0.458,0.629,0.906,0.878,0,48,4,72,4582.52,0.373,0,0.0
V0952,Port Klang,Felixstowe,Evergreen,Tanker,8,2000,8100,5,0,19.96,21.31,-1.34,0.2,0.712,0.93,0.658,0,48,16,72,4651.45,0.1758,0,0.0
V0953,Colombo,Hamburg,Hapag-Lloyd,Tanker,17,10000,7800,10,0,22.14,19.64,2.51,0.486,0.572,0.754,0.764,0,24,18,72,5568.81,0.4711,0,0.0
V0954,Mumbai,Jebel Ali,MSC,Container,8,5000,1100,9,0,17.82,18.18,-0.35,0.343,0.367,0.772,0.661,0,48,7,72,3357.99,0.15,0,0.0
V0955,Mumbai,Jebel Ali,MSC,Container,7,2000,1100,9,0,15.32,17.68,-2.36,0.363,0.283,0.979,0.811,0,48,11,24,4791.06,0.112,0,0.0
V0956,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,7,18000,7800,2,1,15.97,14.2,1.76,0.485,0.454,1.1,0.874,1,12,8,48,5293.41,0.5259,0,0.0
V0957,Shanghai,Dubai,COSCO Shipping,Container,3,5000,6200,7,0,16.37,17.09,-0.72,0.445,0.708,0.889,0.699,1,48,6,48,4029.7,0.3944,0,0.0
V0958,Singapore,Rotterdam,Maersk,Tanker,1,18000,8400,10,0,17.0,16.95,0.04,0.307,0.295,1.004,0.821,0,48,16,48,5220.25,0.1033,0,0.0
V0959,Busan,Long Beach,HMM,Ro-Ro,4,5000,5500,1,1,20.43,18.55,1.87,0.282,0.346,1.049,0.921,0,24,5,48,6050.52,0.3775,1,5.4
V0960,Shanghai,Dubai,COSCO Shipping,Container,5,5000,6200,4,0,20.01,20.36,-0.35,0.257,0.083,0.848,0.592,0,12,6,24,4450.44,0.0695,0,0.0
V0961,Shanghai,Dubai,COSCO Shipping,Container,1,10000,6200,2,1,20.96,21.88,-0.92,0.232,0.513,0.952,0.87,0,72,6,24,4327.44,0.2037,1,8.9
V0962,Hong Kong,Los Angeles,ONE,Tanker,15,18000,7250,10,0,17.63,15.66,1.96,0.347,0.554,0.781,0.695,0,72,2,24,3832.73,0.4764,0,0.0
V0963,Busan,Long Beach,HMM,Container,5,10000,5500,9,0,22.24,23.37,-1.13,0.509,0.496,1.029,0.605,0,12,7,96,3642.41,0.2443,0,0.0
V0964,Busan,Long Beach,HMM,Tanker,13,18000,5500,12,1,16.04,13.17,2.87,0.06,0.491,0.976,0.796,0,72,9,72,4284.18,0.4574,1,12.3
V0965,Shanghai,Dubai,COSCO Shipping,Container,8,5000,6200,6,0,18.69,15.74,2.95,0.238,0.377,0.933,0.652,0,24,15,72,4194.27,0.5525,1,12.1
V0966,Port Klang,Felixstowe,Evergreen,Bulk Carrier,8,18000,8100,4,0,22.01,21.72,0.29,0.385,0.38,0.853,0.92,0,72,14,48,5500.81,0.0828,0,0.0
V0967,Hong Kong,Los Angeles,ONE,Container,5,5000,7250,3,0,15.8,15.64,0.16,0.234,0.518,0.915,0.569,0,48,13,48,3489.8,0.1854,0,0.0
V0968,Hong Kong,Los Angeles,ONE,Bulk Carrier,9,18000,7250,4,0,15.1,13.91,1.19,0.455,0.359,0.86,0.594,0,72,5,24,4830.67,0.3742,0,0.0
V0969,Mumbai,Jebel Ali,MSC,Container,1,10000,1100,2,1,22.84,23.74,-0.9,0.546,0.171,0.912,0.784,0,48,17,48,4445.59,0.0828,0,0.0
V0970,Chennai,Nhava Sheva,PIL,Bulk Carrier,4,24000,800,5,0,17.43,17.61,-0.18,0.321,0.09,0.952,0.815,0,12,5,48,4528.56,0.1608,1,1.7
V0971,Busan,Long Beach,HMM,Container,3,10000,5500,9,0,20.84,21.78,-0.94,0.207,0.367,1.016,0.878,0,12,3,72,4648.64,0.0961,0,0.0
V0972,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,2,2000,6200,6,0,14.25,13.89,0.36,0.169,0.577,1.019,0.667,0,48,9,72,4058.74,0.1292,1,7.9
V0973,Mumbai,Jebel Ali,MSC,Tanker,8,2000,1100,2,1,20.9,21.6,-0.7,0.345,0.203,0.919,0.929,0,24,9,24,4707.45,0.1388,1,13.2
V0974,Colombo,Hamburg,Hapag-Lloyd,Container,9,18000,7800,6,0,17.16,16.06,1.1,0.543,0.41,0.915,0.979,0,48,4,96,5877.48,0.4205,0,0.0
V0975,Singapore,Rotterdam,Maersk,Container,2,10000,8400,9,0,14.56,16.79,-2.23,0.514,0.644,0.973,0.775,0,72,11,72,4660.7,0.2399,0,0.0
V0976,Chennai,Nhava Sheva,PIL,Container,14,18000,800,4,0,20.1,18.41,1.69,0.085,0.264,0.756,0.892,0,24,17,72,5018.47,0.2311,0,0.0
V0977,Chennai,Nhava Sheva,PIL,Bulk Carrier,14,5000,800,1,1,16.41,17.75,-1.34,0.137,0.273,0.873,0.786,0,48,14,48,4692.47,0.1581,1,3.8
V0978,Chennai,Nhava Sheva,PIL,Bulk Carrier,4,10000,800,2,1,17.87,17.79,0.08,0.509,0.121,0.913,0.581,0,24,10,96,3385.02,0.1815,0,0.0
V0979,Hong Kong,Los Angeles,ONE,Container,6,2000,7250,5,0,14.81,12.49,2.32,0.359,0.53,0.832,0.697,0,48,5,48,4303.74,0.4504,0,0.0
V0980,Colombo,Hamburg,Hapag-Lloyd,Container,11,24000,7800,10,0,15.47,17.03,-1.56,0.244,0.586,0.92,0.589,0,24,17,48,3681.39,0.1127,0,0.0
V0981,Chennai,Nhava Sheva,PIL,Container,3,18000,800,7,0,16.98,16.75,0.23,0.332,0.046,0.921,0.995,0,24,16,72,5612.21,0.0602,0,0.0
V0982,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,8,24000,7800,8,0,14.9,15.68,-0.78,0.574,0.8,0.938,0.653,0,72,1,48,4363.21,0.4653,0,0.0
V0983,Port Klang,Felixstowe,Evergreen,Container,3,5000,8100,3,0,23.11,24.18,-1.08,0.252,0.694,1.038,0.836,0,72,10,96,5431.01,0.1467,0,0.0
V0984,Chennai,Nhava Sheva,PIL,Ro-Ro,14,18000,800,9,0,14.06,13.73,0.33,0.233,0.227,0.784,0.678,0,48,12,96,3638.73,0.1288,1,1.0
V0985,Singapore,Rotterdam,Maersk,Container,13,18000,8400,2,1,18.84,16.72,2.12,0.276,0.485,0.877,0.844,0,48,18,48,4856.33,0.5402,1,9.0
V0986,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,13,10000,7800,4,0,15.23,15.78,-0.55,0.255,0.519,0.725,0.645,0,48,1,24,4941.1,0.2319,1,25.0
V0987,Colombo,Hamburg,Hapag-Lloyd,Container,2,18000,7800,4,0,17.08,16.81,0.27,0.603,0.436,1.1,0.903,0,48,12,48,6679.74,0.1982,0,0.0
V0988,Singapore,Rotterdam,Maersk,Container,13,24000,8400,6,0,23.26,23.84,-0.58,0.233,0.135,0.761,0.6,0,24,6,24,3791.29,0.1534,1,43.6
V0989,Chennai,Nhava Sheva,PIL,Bulk Carrier,19,24000,800,10,0,15.62,12.52,3.09,0.066,0.328,0.769,0.953,0,24,8,48,4840.42,0.3063,0,0.0
V0990,Singapore,Rotterdam,Maersk,Bulk Carrier,6,18000,8400,6,0,23.66,23.75,-0.09,0.384,0.114,1.047,0.928,0,24,14,48,5458.64,0.0525,0,0.0
V0991,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,16,5000,7800,3,0,16.06,15.09,0.96,0.582,0.799,0.821,0.855,0,24,5,24,4881.88,0.7111,1,83.7
V0992,Singapore,Rotterdam,Maersk,Container,2,5000,8400,9,0,21.42,23.34,-1.93,0.372,0.631,0.884,0.58,0,24,4,72,4207.83,0.1299,0,0.0
V0993,Colombo,Hamburg,Hapag-Lloyd,Container,8,24000,7800,11,0,19.47,19.08,0.38,0.437,0.391,0.977,0.644,0,24,16,24,3865.74,0.1266,1,9.6
V0994,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,17,2000,7800,5,0,22.84,20.64,2.2,0.522,0.787,0.885,0.937,0,48,6,96,5141.96,0.6507,1,12.7
V0995,Port Klang,Felixstowe,Evergreen,Bulk Carrier,2,18000,8100,2,1,19.54,20.01,-0.47,0.11,0.836,0.929,0.605,1,24,3,24,4219.56,0.3255,0,0.0
V0996,Shanghai,Dubai,COSCO Shipping,Container,10,18000,6200,6,0,19.35,16.76,2.58,0.69,0.35,0.858,0.62,0,48,4,48,3407.51,0.5299,1,72.4
V0997,Colombo,Hamburg,Hapag-Lloyd,Container,16,18000,7800,3,0,15.95,16.59,-0.64,0.5,0.637,0.805,0.795,0,48,8,72,4602.0,0.339,0,0.0
V0998,Chennai,Nhava Sheva,PIL,Container,6,24000,800,8,0,15.66,17.81,-2.15,0.421,0.016,0.923,0.673,0,72,14,48,3124.76,0.0588,0,0.0
V0999,Mumbai,Jebel Ali,MSC,Tanker,2,10000,1100,3,0,23.16,23.43,-0.26,0.238,0.063,0.829,0.65,0,12,7,72,3612.93,0.0906,0,0.0
V1000,Hong Kong,Los Angeles,ONE,Container,2,10000,7250,5,0,17.28,18.99,-1.71,0.65,0.182,0.965,0.809,0,48,4,72,4952.66,0.0929,0,0.0
V1001,Busan,Long Beach,HMM,Container,13,2000,5500,4,0,17.72,15.11,2.61,0.377,0.495,1.013,0.718,0,48,19,72,3313.88,0.49,1,44.9
V1002,Shanghai,Dubai,COSCO Shipping,Container,15,10000,6200,4,0,21.6,20.05,1.55,0.265,0.526,0.778,0.613,0,72,11,48,3953.13,0.3994,1,25.3
V1003,Shanghai,Dubai,COSCO Shipping,Container,2,5000,6200,2,1,17.39,17.24,0.15,0.069,0.622,0.933,0.791,0,24,15,72,4284.84,0.2024,0,0.0
V1004,Shanghai,Dubai,COSCO Shipping,Container,7,10000,6200,8,0,23.52,23.99,-0.47,0.549,0.328,0.835,0.724,0,24,16,72,5133.61,0.2206,0,0.0
V1005,Port Klang,Felixstowe,Evergreen,Container,3,18000,8100,3,0,21.38,20.86,0.52,0.407,0.372,1.019,0.881,0,24,6,72,4339.56,0.1165,0,0.0
V1006,Colombo,Hamburg,Hapag-Lloyd,Container,8,24000,7800,4,0,19.97,20.61,-0.64,0.337,0.185,1.016,0.596,0,24,12,72,4105.19,0.0957,0,0.0
V1007,Port Klang,Felixstowe,Evergreen,Tanker,14,5000,8100,6,0,22.81,21.08,1.73,0.647,0.581,0.954,0.829,0,48,8,48,5507.49,0.5006,1,13.6
V1008,Colombo,Hamburg,Hapag-Lloyd,Container,7,10000,7800,9,0,14.5,12.46,2.04,0.503,0.744,0.83,0.746,0,72,10,48,4064.73,0.3953,0,0.0
V1009,Chennai,Nhava Sheva,PIL,Container,21,24000,800,12,1,16.57,14.72,1.86,0.241,0.192,0.83,0.733,0,24,11,48,3620.31,0.3641,1,3.0
V1010,Port Klang,Felixstowe,Evergreen,Tanker,7,2000,8100,4,0,18.65,19.15,-0.5,0.18,0.208,1.045,0.655,0,24,9,24,4292.31,0.0619,0,0.0
V1011,Port Klang,Felixstowe,Evergreen,Bulk Carrier,1,2000,8100,3,0,16.27,16.43,-0.16,0.783,0.328,1.031,0.564,0,24,17,48,3715.28,0.2334,0,0.0
V1012,Hong Kong,Los Angeles,ONE,Container,17,5000,7250,5,0,21.44,22.44,-1.0,0.28,0.442,0.868,0.931,0,24,14,48,5770.94,0.2022,0,0.0
V1013,Mumbai,Jebel Ali,MSC,Container,9,10000,1100,9,0,23.19,21.35,1.85,0.275,0.118,0.872,0.697,0,72,3,48,3695.29,0.1483,0,0.0
V1014,Port Klang,Felixstowe,Evergreen,Container,21,5000,8100,1,1,18.24,17.61,0.62,0.134,0.867,0.808,0.856,0,72,9,48,5647.65,0.3721,1,31.7
V1015,Hong Kong,Los Angeles,ONE,Bulk Carrier,13,24000,7250,5,0,17.42,14.54,2.88,0.631,0.302,0.969,0.976,0,24,18,96,5916.97,0.5428,0,0.0
V1016,Singapore,Rotterdam,Maersk,Ro-Ro,21,10000,8400,11,0,23.62,20.58,3.04,0.915,0.571,0.816,0.804,0,24,17,48,5083.87,0.7816,1,42.1
V1017,Mumbai,Jebel Ali,MSC,Bulk Carrier,19,10000,1100,4,0,18.45,17.47,0.98,0.346,0.329,0.71,0.729,0,72,5,96,3637.41,0.4182,0,0.0
V1018,Chennai,Nhava Sheva,PIL,Bulk Carrier,21,5000,800,5,0,18.89,17.7,1.19,0.138,0.171,0.754,0.671,0,12,6,48,3573.28,0.3309,0,0.0
V1019,Port Klang,Felixstowe,Evergreen,Bulk Carrier,19,10000,8100,7,0,17.52,16.57,0.95,0.528,0.306,0.907,0.97,0,48,3,72,6697.75,0.4439,0,0.0
V1020,Busan,Long Beach,HMM,Container,17,18000,5500,7,0,23.1,21.79,1.3,0.184,0.756,0.856,0.857,0,72,16,24,4901.51,0.4389,0,0.0
V1021,Shanghai,Dubai,COSCO Shipping,Container,10,18000,6200,7,0,19.69,19.29,0.4,0.161,0.154,0.91,0.849,0,48,15,48,4354.17,0.1073,0,0.0
V1022,Singapore,Rotterdam,Maersk,Bulk Carrier,10,18000,8400,1,1,21.62,20.28,1.34,0.486,0.225,0.856,0.742,0,12,8,96,5264.78,0.287,0,0.0
V1023,Singapore,Rotterdam,Maersk,Ro-Ro,4,10000,8400,9,0,22.12,19.73,2.38,0.091,0.831,1.055,0.93,0,24,9,72,6697.19,0.4383,1,9.6
V1024,Chennai,Nhava Sheva,PIL,Container,8,24000,800,7,0,17.42,18.23,-0.81,0.564,0.522,1.053,0.871,0,72,4,72,4740.53,0.3628,0,0.0
V1025,Hong Kong,Los Angeles,ONE,Bulk Carrier,20,18000,7250,4,0,18.34,16.25,2.09,0.416,0.259,0.901,0.677,1,12,13,48,5239.63,0.5438,0,0.0
V1026,Singapore,Rotterdam,Maersk,Container,20,18000,8400,4,0,22.48,22.09,0.4,0.435,0.379,0.915,0.82,0,24,3,72,5178.54,0.2984,0,0.0
V1027,Mumbai,Jebel Ali,MSC,Container,18,2000,1100,2,1,17.63,15.8,1.83,0.516,0.384,0.791,0.744,0,48,7,48,5324.43,0.4246,0,0.0
V1028,Port Klang,Felixstowe,Evergreen,Container,14,2000,8100,6,0,21.94,20.53,1.41,0.535,0.68,0.82,0.553,0,72,16,48,3002.6,0.5036,0,0.0
V1029,Port Klang,Felixstowe,Evergreen,Container,18,5000,8100,12,1,23.41,24.27,-0.86,0.412,0.717,0.807,0.913,0,48,17,24,5463.82,0.3432,0,0.0
V1030,Busan,Long Beach,HMM,Tanker,14,18000,5500,10,0,20.23,19.73,0.5,0.284,0.248,0.863,0.605,0,24,17,48,3985.93,0.1649,0,0.0
V1031,Chennai,Nhava Sheva,PIL,Container,20,10000,800,3,0,21.42,18.92,2.5,0.143,0.074,0.914,0.779,0,48,19,48,3611.04,0.3253,0,0.0
V1032,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,21,10000,6200,1,1,22.05,22.7,-0.65,0.462,0.337,0.883,0.701,0,24,17,72,4841.91,0.3887,0,0.0
V1033,Hong Kong,Los Angeles,ONE,Tanker,15,24000,7250,5,0,22.45,20.55,1.9,0.57,0.265,0.893,0.704,0,24,2,96,4663.19,0.4709,0,0.0
V1034,Shanghai,Dubai,COSCO Shipping,Ro-Ro,4,24000,6200,6,0,17.95,17.43,0.52,0.058,0.463,0.846,0.765,0,72,5,48,4460.29,0.0489,0,0.0
V1035,Singapore,Rotterdam,Maersk,Container,13,24000,8400,11,0,14.51,14.62,-0.1,0.729,0.56,0.735,0.999,0,24,16,96,6216.18,0.4262,0,0.0
V1036,Chennai,Nhava Sheva,PIL,Container,8,10000,800,5,0,18.02,18.26,-0.24,0.113,0.184,0.939,0.734,0,12,11,72,3864.38,0.0966,0,0.0
V1037,Busan,Long Beach,HMM,Container,18,18000,5500,5,0,20.74,21.05,-0.31,0.195,0.318,0.89,0.632,0,24,6,48,4145.1,0.1578,0,0.0
V1038,Shanghai,Dubai,COSCO Shipping,Ro-Ro,12,5000,6200,12,1,18.5,21.16,-2.65,0.086,0.414,0.874,0.826,0,48,11,48,4758.13,0.2478,0,0.0
V1039,Mumbai,Jebel Ali,MSC,Ro-Ro,14,5000,1100,10,0,21.49,21.09,0.4,0.333,0.183,1.013,0.656,0,48,1,24,2308.32,0.1547,0,0.0
V1040,Port Klang,Felixstowe,Evergreen,Container,2,5000,8100,11,0,17.57,16.97,0.6,0.248,0.479,0.893,0.597,0,48,19,48,4391.44,0.1824,0,0.0
V1041,Singapore,Rotterdam,Maersk,Tanker,18,10000,8400,8,0,20.35,18.53,1.81,0.383,0.295,0.723,0.573,0,48,3,96,3838.32,0.3196,0,0.0
V1042,Busan,Long Beach,HMM,Container,2,10000,5500,10,0,15.86,17.11,-1.25,0.212,0.707,0.927,0.56,0,48,8,48,3068.59,0.191,0,0.0
V1043,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,11,18000,6200,1,1,21.49,18.31,3.19,0.044,0.445,0.834,0.744,0,48,18,24,4276.74,0.5576,0,0.0
V1044,Hong Kong,Los Angeles,ONE,Container,9,5000,7250,8,0,19.46,16.89,2.57,0.406,0.055,0.952,0.742,0,24,13,24,4481.84,0.2455,0,0.0
V1045,Mumbai,Jebel Ali,MSC,Tanker,12,18000,1100,11,0,16.04,14.79,1.25,0.03,0.232,0.846,0.633,0,24,1,48,2555.88,0.0893,0,0.0
V1046,Mumbai,Jebel Ali,MSC,Container,17,10000,1100,7,0,16.92,14.32,2.6,0.199,0.089,0.706,0.903,0,48,17,48,4201.92,0.2919,1,1.0
V1047,Shanghai,Dubai,COSCO Shipping,Tanker,15,5000,6200,1,1,21.49,20.14,1.35,0.406,0.805,0.921,0.608,0,12,5,24,3727.39,0.5094,0,0.0
V1048,Port Klang,Felixstowe,Evergreen,Tanker,17,10000,8100,9,0,18.83,18.78,0.05,0.617,0.903,0.7,0.962,0,24,12,96,5696.35,0.6112,1,4.8
V1049,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,18,5000,6200,12,1,16.16,13.77,2.39,0.202,0.877,0.734,0.814,0,48,11,48,4349.26,0.6654,0,0.0
V1050,Singapore,Rotterdam,Maersk,Container,6,10000,8400,4,0,23.67,21.59,2.08,0.168,0.45,0.81,0.562,0,48,18,24,3176.0,0.3412,1,11.9
